sub,priming,word,ifanimal,ifcorr,rt,exp_type,syl
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,donkey,TRUE,1,1.2284246,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,turtle,TRUE,0,1.9563843,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,software,FALSE,1,1.1953331,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,jellyfish,TRUE,1,1.2955713,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,turtle,TRUE,0,1.3997209,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,goldfish,TRUE,1,1.0993457,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,parrot,TRUE,1,1.2237889,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,gorilla,TRUE,1,1.2641753,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,donkey,TRUE,1,0.9342018,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,cucumber,FALSE,1,1.4988373,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,jellyfish,TRUE,1,1.4554775,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,lyrebird,TRUE,1,1.8339264,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,guitar,FALSE,1,1.0038406,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,umbrella,FALSE,1,1.1293068,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,turkey,TRUE,1,1.1270342,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,elephant,TRUE,1,1.0338477,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,energy,FALSE,1,1.0238615,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,sunshine,FALSE,1,0.9105402,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,onion,FALSE,1,0.9215892,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,dolphin,TRUE,1,1.1112834,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,monkey,TRUE,1,0.8172017,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,octopus,TRUE,0,1.8965434,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,carrot,FALSE,1,1.8876492,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,pencil,FALSE,1,1.8545556,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,penguin,TRUE,0,2.380224,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,cucumber,FALSE,1,1.1825971,exp1,3
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,giraffe,TRUE,1,1.1390676,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,coffee,FALSE,1,1.3103554,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,primingeq,guitar,FALSE,1,1.1119732,exp1,2
37-lqr_linguistic_rhythm_priming_2023-03-07_09h27.12.114.csv,priming,medicine,FALSE,1,1.2586484,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,spider,TRUE,1,0.8704716,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,coffee,FALSE,1,1.0390546,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,ladybug,TRUE,1,1.4344379,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,giraffe,TRUE,1,1.0927124,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,energy,FALSE,1,1.4434959,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,seahorse,TRUE,1,1.2462271,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,turkey,TRUE,1,0.8680298,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,potato,FALSE,1,1.2719312,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,sunshine,FALSE,1,0.9611503,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,lionfish,TRUE,1,1.263689,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,onion,FALSE,0,0.9204716,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,turtle,TRUE,0,0.7196877,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,spider,TRUE,1,0.8450431,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,tomato,FALSE,1,1.1435601,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,anxiety,FALSE,1,1.0104591,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,tomato,FALSE,1,0.8583882,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,pencil,FALSE,1,0.9716134,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,onion,FALSE,0,1.3755704,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,gorilla,TRUE,0,1.1035322,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,parrot,TRUE,0,0.8842348,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,coffee,FALSE,1,0.9858594,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,carrot,FALSE,1,1.0287489,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,dolphin,TRUE,1,0.9302364,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,turkey,TRUE,1,1.1036354,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,cucumber,FALSE,1,0.7308089,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,parrot,TRUE,1,1.2499443,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,donkey,TRUE,1,0.8932333,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,octopus,TRUE,0,1.3074476,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,gravity,FALSE,1,1.321583,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,giraffe,TRUE,0,1.8194975,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,octopus,TRUE,0,1.4817807,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,violin,FALSE,0,1.1481042,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,seahorse,TRUE,1,0.9383441,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,guitar,FALSE,1,0.9407744,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,balcony,FALSE,1,0.9900565,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,canary,TRUE,0,0.8820646,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,rubbish,FALSE,0,0.953677,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,medicine,FALSE,1,1.2947228,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,pencil,FALSE,1,0.8601591,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,guitar,FALSE,1,0.8383321,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,elephant,TRUE,1,0.9380277,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,ladybug,TRUE,0,0.7467569,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,balcony,FALSE,1,0.9741024,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,mountain,FALSE,1,1.0999718,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,flower,FALSE,0,0.8497449,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,basket,FALSE,1,1.2881883,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,dinosaur,TRUE,0,1.3679846,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,potato,FALSE,1,1.3468094,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,banana,FALSE,1,1.2436163,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,sunshine,FALSE,1,0.8600606,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,medicine,FALSE,1,1.3528087,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,flower,FALSE,1,0.7366096,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,lyrebird,TRUE,1,1.4982291,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,energy,FALSE,1,1.042398,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,canary,TRUE,0,0.9718222,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,penguin,TRUE,1,0.9468501,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,mosquito,TRUE,0,1.3961198,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,mountain,FALSE,0,0.7999206,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,donkey,TRUE,1,0.846253,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,bicycle,FALSE,1,0.9916956,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,goldfish,TRUE,1,0.8346853,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,violin,FALSE,1,0.8520084,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,carrot,FALSE,1,1.0679058,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,basket,FALSE,1,0.9000892,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,antelope,TRUE,0,1.5072102,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,umbrella,FALSE,1,1.7473083,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,pigeon,TRUE,1,1.2101886,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,jellyfish,TRUE,1,1.1431174,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,turtle,TRUE,1,1.1229398,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,kangaroo,TRUE,1,1.0680747,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,gorilla,TRUE,1,1.5026555,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,pigeon,TRUE,1,2.1342514,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,bicycle,FALSE,1,0.827255,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,dinosaur,TRUE,1,1.658523,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,banana,FALSE,1,1.2757674,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,gravity,FALSE,1,1.4934737,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,mosquito,TRUE,1,1.2697214,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,penguin,TRUE,1,0.7267823,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,lyrebird,TRUE,1,1.0286038,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,goldfish,TRUE,1,0.7932427,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,monkey,TRUE,1,0.6991549,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,musical,FALSE,1,0.9848816,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,kangaroo,TRUE,1,1.0148921,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,rubbish,FALSE,1,1.4926106,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,jellyfish,TRUE,1,1.446195,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,cucumber,FALSE,1,1.2227618,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,elephant,TRUE,1,0.7428177,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,antelope,TRUE,1,0.878326,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,anxiety,FALSE,1,1.1149803,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,monkey,TRUE,1,0.7241154,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,umbrella,FALSE,1,1.1134603,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,lionfish,TRUE,1,1.0685202,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,dolphin,TRUE,0,1.5108768,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,software,FALSE,1,1.2953933,exp1,2
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,priming,musical,FALSE,1,0.8021273,exp1,3
37-lt_linguistic_rhythm_priming_2023-03-07_10h33.13.530.csv,primingeq,software,FALSE,1,0.728499,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,basket,FALSE,1,1.4493434,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,onion,FALSE,1,1.0399891,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,software,FALSE,0,1.1980091,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,canary,TRUE,0,1.3131451,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,kangaroo,TRUE,1,0.9471744,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,basket,FALSE,1,1.0489855,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,monkey,TRUE,1,0.9134016,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,monkey,TRUE,1,0.7069573,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,donkey,TRUE,1,0.8059453,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,cucumber,FALSE,1,1.0450611,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,ladybug,TRUE,0,1.0987058,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,balcony,FALSE,1,0.888671,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,banana,FALSE,0,0.8022496,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,turkey,TRUE,0,1.0808733,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,balcony,FALSE,1,1.0601109,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,goldfish,TRUE,0,1.0154409,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,coffee,FALSE,1,1.0542864,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,energy,FALSE,1,1.0700707,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,turkey,TRUE,1,0.9674474,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,antelope,TRUE,0,1.3847599,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,dolphin,TRUE,0,1.0960724,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,lionfish,TRUE,1,1.2359825,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,gorilla,TRUE,0,1.1309035,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,musical,FALSE,1,0.990969,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,lyrebird,TRUE,1,1.3362597,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,pencil,FALSE,1,1.0848498,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,anxiety,FALSE,1,1.2186058,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,jellyfish,TRUE,1,1.2025622,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,lionfish,TRUE,1,0.9604596,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,octopus,TRUE,0,1.2742907,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,tomato,FALSE,1,1.2019106,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,software,FALSE,1,1.2877556,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,giraffe,TRUE,0,1.7981032,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,anxiety,FALSE,1,0.963518,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,tomato,FALSE,1,1.2503182,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,gravity,FALSE,1,1.2622906,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,seahorse,TRUE,0,1.5844307,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,jellyfish,TRUE,1,1.3473577,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,dolphin,TRUE,0,0.8526184,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,dinosaur,TRUE,0,1.2843586,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,lyrebird,TRUE,1,0.9986407,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,seahorse,TRUE,1,1.2064099,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,ladybug,TRUE,1,1.2761382,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,onion,FALSE,1,1.2140592,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,antelope,TRUE,0,1.5911989,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,spider,TRUE,1,1.7202532,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,turtle,TRUE,0,1.2412416,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,mosquito,TRUE,0,1.8829259,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,giraffe,TRUE,0,1.5540254,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,bicycle,FALSE,1,1.3311519,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,pigeon,TRUE,0,1.4750231,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,potato,FALSE,1,1.1516626,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,violin,FALSE,1,1.9303904,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,banana,FALSE,1,0.8343013,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,goldfish,TRUE,1,1.0074978,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,medicine,FALSE,1,1.3585291,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,turtle,TRUE,0,0.9422826,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,elephant,TRUE,1,1.3729884,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,kangaroo,TRUE,1,1.3847664,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,rubbish,FALSE,0,1.241963,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,flower,FALSE,1,1.0543854,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,coffee,FALSE,1,0.8853505,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,rubbish,FALSE,1,1.1644382,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,carrot,FALSE,0,1.2366413,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,energy,FALSE,1,0.8640948,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,umbrella,FALSE,1,1.5467263,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,penguin,TRUE,1,1.445543,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,gravity,FALSE,1,1.195048,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,medicine,FALSE,1,0.9752526,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,mosquito,TRUE,0,1.2677162,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,donkey,TRUE,1,0.8964582,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,flower,FALSE,1,0.7549291,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,guitar,FALSE,1,0.8661535,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,musical,FALSE,1,0.7836366,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,guitar,FALSE,1,0.6150653,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,pigeon,TRUE,0,1.1970377,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,potato,FALSE,1,1.0195902,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,dinosaur,TRUE,0,0.9198594,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,cucumber,FALSE,0,1.2605297,exp1,3
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,violin,FALSE,1,1.0422066,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,sunshine,FALSE,1,0.9659017,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,primingeq,mountain,FALSE,1,1.223674,exp1,2
37-WUXIAOQIAN_linguistic_rhythm_priming_2023-03-07_11h29.54.701.csv,priming,penguin,TRUE,1,0.822081,exp1,2
